5000 1 0.5 0.0750655209870485 0.0570808441606376 0.123891645041809 0.0742314057879753
5000 2 0.5 0.11539900379569 0.112181737200394 42340.8902095294 2604.39565529841
5000 3 0.5 0.0107340779401732 1.55768371008063e-05 0.000269989356938037 7.08366807342693e-05
5000 4 0.5 0.0291773944723955 0.0751359688793523 1.70381290569474 0.660943205423535
5000 5 0.5 0.17802051603948 0.150775716889389 43972.5311828887 9028.31561665004
500 6 0.1 1.50496055440306 2.04292396608828 1.89978131657019 1.90009258333128
1000 6 0.1 1.0815942574906 1.42367899454283 8.44734478578639 7.59190115261093
5000 6 0.1 1.0423817632239 1.25613938005081 1.38833581241262 0.41804777993363
500 6 0.9 1.53615263142362 2.84021073335474 2.32747318421273 2.32759730118952
1000 6 0.9 1.1891534511696 1.20649272184055 5.25797565864135 4.65792290459508
5000 6 0.9 1.16664969418814 1.3602688999363 2.07720415748242 0.661267443104884
